,Idade,Sexo,Tipo de Assinatura,Valor,Modalidade,Cidade de Entrega,Nome do Bairro,Número Exemplares,Número Exemplares Entregues,Quantidade Parcelas Contrato,Data de Validade Inicial,Data de Validade Final,Número Exemplares a Entregar
0,78,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Aclimação,261,222,12,01/01/2023 ,24/05/2024 ,39
1,72,M,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,236,12,17/01/2023 ,04/05/2024 ,25
2,72,M,Combo,468.0,Anual,São José do Rio Preto,Parque Residencial Comendador Mancor Daud,104,100,12,11/02/2023 ,27/04/2024 ,4
3,56,M,Combo,780.0,Anual,São José do Rio Preto,Parque Residencial Comendador Mancor Daud,156,146,12,14/02/2023 ,06/05/2024 ,10
4,86,F,Impressa,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,264,12,19/02/2023 ,02/04/2024 ,-3
5,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Tarraf,261,261,12,05/03/2023 ,03/04/2024 ,0
6,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Redentor,261,258,1,07/03/2023 ,06/04/2024 ,3
7,45,M,Combo,468.0,Anual,São José do Rio Preto,Jardim Seyon,104,104,12,11/03/2023 ,06/04/2024 ,0
8,64,F,Impressa,1251.75,Anual,São José do Rio Preto,Parque Residencial Damha,261,248,8,15/03/2023 ,24/04/2024 ,13
9,64,F,Impressa,1251.75,Anual,São José do Rio Preto,Parque Residencial Damha,261,252,12,15/03/2023 ,23/04/2024 ,9
10,61,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila São José,261,249,1,16/03/2023 ,23/04/2024 ,12
11,54,M,Impressa,1251.75,Anual,Palestina,A DEFINIR,261,248,12,21/03/2023 ,24/04/2024 ,13
12,124,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Palmeiras,261,217,1,22/03/2023 ,10/06/2024 ,44
13,57,M,Impressa,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,257,12,23/03/2023 ,10/04/2024 ,4
14,80,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim dos Seixas,261,256,12,25/03/2023 ,09/04/2024 ,5
15,86,F,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,241,12,25/03/2023 ,03/05/2024 ,20
16,53,M,Impressa,1251.75,Anual,Mirassol,JARDIM MARILU,261,255,10,26/03/2023 ,16/04/2024 ,6
17,53,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Palmeiras,261,257,10,28/03/2023 ,09/04/2024 ,4
18,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Estrela,261,258,12,28/03/2023 ,08/04/2024 ,3
19,54,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Industrial,261,263,12,28/03/2023 ,06/04/2024 ,-2
20,55,F,Impressa,1251.75,Anual,São José do Rio Preto,Parque Residencial Damha,261,258,10,28/03/2023 ,08/04/2024 ,3
21,55,F,Impressa,1251.75,Anual,Guapiaçu,A DEFINIR,261,260,12,28/03/2023 ,03/04/2024 ,1
22,63,M,Digital,1251.75,Anual,Populina,A DEFINIR,261,256,12,28/03/2023 ,17/04/2024 ,5
23,77,M,Impressa,1251.75,Anual,Mirassol,A DEFINIR,261,260,10,29/03/2023 ,05/04/2024 ,1
24,61,F,Combo,780.0,Anual,General Salgado,A DEFINIR,156,155,12,29/03/2023 ,08/04/2024 ,1
25,52,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Residencial Comendador Mancor Daud,261,260,8,30/03/2023 ,03/04/2024 ,1
26,51,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Ercília,261,255,1,01/04/2023 ,10/04/2024 ,6
27,78,F,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Caparroz,261,262,12,01/04/2023 ,02/04/2024 ,-1
28,52,M,Combo,468.0,Anual,São José do Rio Preto,Loteamento Parque dos Pássaros,104,104,12,01/04/2023 ,05/04/2024 ,0
29,52,M,Combo,468.0,Anual,São José do Rio Preto,RESIDENCIAL FRATERNIDADE,104,105,12,01/04/2023 ,05/04/2024 ,-1
30,52,M,Impressa,1251.75,Anual,Tanabi,A DEFINIR,261,257,10,01/04/2023 ,03/04/2024 ,4
31,86,M,Impressa,1251.75,Anual,Olímpia,A DEFINIR,261,258,10,01/04/2023 ,06/04/2024 ,3
32,86,M,Combo,468.0,Anual,General Salgado,A DEFINIR,104,100,12,01/04/2023 ,06/04/2024 ,4
33,74,M,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,258,11,02/04/2023 ,06/04/2024 ,3
34,86,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Elvira,261,261,12,02/04/2023 ,02/04/2024 ,0
35,86,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Dório,261,258,10,02/04/2023 ,06/04/2024 ,3
36,83,M,Impressa,1251.75,Anual,Olímpia,JD PRIMAVERA,261,259,12,02/04/2023 ,05/04/2024 ,2
37,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Conjunto Habitacional Cristo Rei,261,261,10,04/04/2023 ,02/04/2024 ,0
38,78,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Maria Cândida,261,260,12,04/04/2023 ,02/04/2024 ,1
39,73,F,Digital,1251.75,Anual,São José do Rio Preto,Jardim Morumbi,261,261,12,04/04/2023 ,02/04/2024 ,0
40,61,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Imperial,261,260,12,04/04/2023 ,02/04/2024 ,1
41,60,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Maria,261,259,6,04/04/2023 ,03/04/2024 ,2
42,60,M,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,262,12,04/04/2023 ,02/04/2024 ,-1
43,95,F,Combo,780.0,Anual,São José do Rio Preto,Vila Redentora,156,161,12,04/04/2023 ,02/04/2024 ,-5
44,67,F,Impressa,1251.75,Anual,São José do Rio Preto,Estância Jóckei Club,261,258,10,04/04/2023 ,06/04/2024 ,3
45,56,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Industrial,261,261,10,04/04/2023 ,02/04/2024 ,0
46,56,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Dias,261,254,10,04/04/2023 ,13/04/2024 ,7
47,56,M,Impressa,1251.75,Anual,São José do Rio Preto,São Francisco,261,260,10,04/04/2023 ,02/04/2024 ,1
48,57,M,Impressa,1251.75,Anual,São José do Rio Preto,São Francisco,261,260,12,04/04/2023 ,02/04/2024 ,1
49,57,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Vivendas,261,260,10,04/04/2023 ,02/04/2024 ,1
50,79,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Felicidade,261,259,8,04/04/2023 ,03/04/2024 ,2
51,79,M,Impressa,1251.75,Anual,São José do Rio Preto,Morada Campestre,261,261,11,04/04/2023 ,02/04/2024 ,0
52,84,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque da Liberdade,261,261,12,04/04/2023 ,02/04/2024 ,0
53,81,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque da Liberdade,261,261,10,04/04/2023 ,02/04/2024 ,0
54,88,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Tarraf,261,260,3,04/04/2023 ,02/04/2024 ,1
55,74,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Tarraf,261,260,4,04/04/2023 ,02/04/2024 ,1
56,75,F,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,261,8,04/04/2023 ,02/04/2024 ,0
57,58,M,Combo,780.0,Anual,Mirassol,AEROPORTO,156,161,12,04/04/2023 ,02/04/2024 ,-5
58,76,M,Impressa,1251.75,Anual,São José do Rio Preto,QUINTA DO GOLFE,261,260,10,04/04/2023 ,02/04/2024 ,1
59,114,M,Impressa,1251.75,Anual,Uchoa,PROGRESSO,261,261,12,04/04/2023 ,02/04/2024 ,0
60,58,M,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,259,11,05/04/2023 ,03/04/2024 ,2
61,85,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Estoril,261,260,1,05/04/2023 ,03/04/2024 ,1
62,58,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Esplanada,261,260,12,05/04/2023 ,03/04/2024 ,1
63,58,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Maria Cândida,261,259,10,05/04/2023 ,03/04/2024 ,2
64,67,F,Impressa,1251.75,Anual,São José do Rio Preto,Solo Sagrado I,261,259,12,05/04/2023 ,03/04/2024 ,2
65,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Cidade Nova,261,259,12,05/04/2023 ,03/04/2024 ,2
66,56,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim São Paulo,261,260,12,05/04/2023 ,03/04/2024 ,1
67,60,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Ipiranga,261,260,8,05/04/2023 ,03/04/2024 ,1
68,60,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Industrial,261,260,12,05/04/2023 ,03/04/2024 ,1
69,60,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim do Bosque,261,260,12,05/04/2023 ,03/04/2024 ,1
70,64,F,Impressa,1251.75,Anual,São José do Rio Preto,Conjunto Habitacional Costa do Sol,261,260,1,05/04/2023 ,03/04/2024 ,1
71,64,F,Impressa,1251.75,Anual,São José do Rio Preto,Vila Zilda,261,260,12,05/04/2023 ,03/04/2024 ,1
72,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Residencial Damha,261,260,11,05/04/2023 ,03/04/2024 ,1
73,56,M,Impressa,1251.75,Anual,Engenheiro Schmitt,Centro,261,260,10,05/04/2023 ,03/04/2024 ,1
74,63,M,Impressa,1251.75,Anual,Mirassol,Centro,261,260,12,05/04/2023 ,03/04/2024 ,1
75,79,M,Impressa,1251.75,Anual,Tanabi,A DEFINIR,261,259,10,05/04/2023 ,05/04/2024 ,2
76,56,M,Impressa,1251.75,Anual,Fernandópolis,A DEFINIR,261,260,10,05/04/2023 ,03/04/2024 ,1
77,88,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Residencial Damha,261,263,1,05/04/2023 ,03/04/2024 ,-2
78,53,M,Impressa,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,259,10,05/04/2023 ,05/04/2024 ,2
79,82,M,Impressa,1251.75,Anual,Tanabi,A DEFINIR,261,252,12,05/04/2023 ,19/04/2024 ,9
80,63,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Anchieta,261,259,12,06/04/2023 ,05/04/2024 ,2
81,53,M,Impressa,1251.75,Anual,São José do Rio Preto,São Francisco,261,258,11,06/04/2023 ,05/04/2024 ,3
82,53,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim dos Seixas,261,259,12,06/04/2023 ,05/04/2024 ,2
83,61,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Redentora,261,258,6,06/04/2023 ,05/04/2024 ,3
84,58,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Industrial,261,261,11,06/04/2023 ,05/04/2024 ,0
85,52,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Maria Cândida,261,257,12,06/04/2023 ,09/04/2024 ,4
86,53,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Vivendas,261,259,12,06/04/2023 ,05/04/2024 ,2
87,74,M,Combo,780.0,Anual,São José do Rio Preto,Jardim Vivendas,156,156,1,06/04/2023 ,08/04/2024 ,0
88,56,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Industrial,261,257,1,06/04/2023 ,05/04/2024 ,4
89,54,M,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,260,6,06/04/2023 ,05/04/2024 ,1
90,60,F,Impressa,1251.75,Anual,São José do Rio Preto,Parque Residencial Damha,261,259,10,06/04/2023 ,05/04/2024 ,2
91,58,F,Digital,1251.75,Anual,São José do Rio Preto,Parque Belvedere,261,262,3,06/04/2023 ,05/04/2024 ,-1
92,58,F,Impressa,1251.75,Anual,Nova Granada,Centro,261,259,12,06/04/2023 ,05/04/2024 ,2
93,62,F,Digital,1251.75,Anual,Engenheiro Schmitt,A DEFINIR,261,262,12,06/04/2023 ,05/04/2024 ,-1
94,58,M,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,257,2,08/04/2023 ,06/04/2024 ,4
95,83,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Moysés Miguel Haddad,261,257,10,08/04/2023 ,06/04/2024 ,4
96,83,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Residencial Comendador Mancor Daud,261,257,8,08/04/2023 ,06/04/2024 ,4
97,52,M,Combo,468.0,Anual,São José do Rio Preto,Parque Residencial Dom Lafaiete Libânio,104,104,12,08/04/2023 ,05/04/2024 ,0
98,52,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Maceno,261,258,10,08/04/2023 ,06/04/2024 ,3
99,68,F,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,260,12,08/04/2023 ,06/04/2024 ,1
100,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Anchieta,261,258,10,08/04/2023 ,06/04/2024 ,3
101,55,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Boa Esperança,261,239,12,08/04/2023 ,07/05/2024 ,22
102,65,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Industrial,261,258,12,08/04/2023 ,06/04/2024 ,3
103,55,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Maceno,261,258,3,08/04/2023 ,06/04/2024 ,3
104,68,F,Combo,468.0,Anual,São José do Rio Preto,Jardim Tarraf II,104,104,12,08/04/2023 ,05/04/2024 ,0
105,66,M,Combo,468.0,Anual,São José do Rio Preto,Vila Ideal,104,104,12,08/04/2023 ,05/04/2024 ,0
106,69,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Industrial,261,257,12,08/04/2023 ,06/04/2024 ,4
107,69,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Boa Esperança,261,258,12,08/04/2023 ,06/04/2024 ,3
108,51,M,Digital,1251.75,Anual,São José do Rio Preto,Distrito Industrial,261,262,12,08/04/2023 ,06/04/2024 ,-1
109,77,F,Impressa,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,258,12,08/04/2023 ,06/04/2024 ,3
110,56,M,Combo,468.0,Anual,São José do Rio Preto,Vila Anchieta,104,104,12,08/04/2023 ,05/04/2024 ,0
111,69,M,Impressa,1251.75,Anual,São José do Rio Preto,Loteamento San Fernando Valley,261,258,12,08/04/2023 ,06/04/2024 ,3
112,69,M,Impressa,1251.75,Anual,Mirassol,A DEFINIR,261,258,1,08/04/2023 ,06/04/2024 ,3
113,82,M,Combo,468.0,Anual,NEVES PAULISTA,A DEFINIR,104,104,12,08/04/2023 ,05/04/2024 ,0
114,58,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Anchieta,261,258,10,08/04/2023 ,06/04/2024 ,3
115,56,M,Impressa,1251.75,Anual,Potirendaba,A DEFINIR,261,258,10,08/04/2023 ,06/04/2024 ,3
116,56,M,Combo,468.0,Anual,Mirassol,A DEFINIR,104,104,12,08/04/2023 ,06/04/2024 ,0
117,54,M,Combo,468.0,Anual,São José do Rio Preto,QUINTA DO GOLFE,104,104,1,08/04/2023 ,06/04/2024 ,0
118,54,M,Impressa,1251.75,Anual,Bady Bassitt,A DEFINIR,261,258,12,08/04/2023 ,06/04/2024 ,3
119,52,M,Impressa,1251.75,Anual,Riolândia,Centro,261,249,1,08/04/2023 ,19/04/2024 ,12
120,56,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Estoril,261,257,8,09/04/2023 ,08/04/2024 ,4
121,98,M,Combo,468.0,Anual,São José do Rio Preto,Centro,104,103,12,09/04/2023 ,06/04/2024 ,1
122,90,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Redentora,261,256,1,09/04/2023 ,08/04/2024 ,5
123,90,M,Impressa,1251.75,Anual,São José do Rio Preto,Eldorado,261,257,12,09/04/2023 ,08/04/2024 ,4
124,98,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Curti,261,255,1,09/04/2023 ,10/04/2024 ,6
125,62,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Ercília,261,245,12,09/04/2023 ,24/04/2024 ,16
126,57,M,Digital,1251.75,Anual,São José do Rio Preto,Bosque da Felicidade,261,259,12,09/04/2023 ,08/04/2024 ,2
127,57,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Moysés Miguel Haddad,261,256,10,09/04/2023 ,08/04/2024 ,5
128,93,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim do Bosque,261,257,12,09/04/2023 ,08/04/2024 ,4
129,52,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Redentora,261,256,10,09/04/2023 ,08/04/2024 ,5
130,54,M,Digital,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,260,12,09/04/2023 ,08/04/2024 ,1
131,54,F,Combo,468.0,Anual,Mirassol,AEROPORTO,104,103,12,09/04/2023 ,12/04/2024 ,1
132,85,F,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Caparroz,261,257,12,09/04/2023 ,08/04/2024 ,4
133,52,F,Impressa,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,257,1,09/04/2023 ,08/04/2024 ,4
134,52,F,Digital,1251.75,Anual,São José do Rio Preto,VILA CASSINI,261,256,12,09/04/2023 ,15/04/2024 ,5
135,72,F,Digital,1251.75,Anual,São José do Rio Preto,Vila Santo Antônio,261,256,12,11/04/2023 ,09/04/2024 ,5
136,78,M,Combo,780.0,Anual,São José do Rio Preto,Centro,156,142,12,11/04/2023 ,13/05/2024 ,14
137,52,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Moysés Miguel Haddad,261,255,6,11/04/2023 ,09/04/2024 ,6
138,52,M,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,255,6,11/04/2023 ,09/04/2024 ,6
139,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Primavera,261,256,12,11/04/2023 ,09/04/2024 ,5
140,52,M,Combo,780.0,Anual,São José do Rio Preto,Parque Residencial Dom Lafaiete Libânio,156,158,12,11/04/2023 ,08/04/2024 ,-2
141,53,M,Impressa,1251.75,Anual,São José do Rio Preto,Residencial Ana Célia,261,256,12,11/04/2023 ,09/04/2024 ,5
142,89,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Anchieta,261,249,12,11/04/2023 ,20/04/2024 ,12
143,56,M,Digital,1251.75,Anual,São José do Rio Preto,Distrito Industrial,261,260,12,11/04/2023 ,09/04/2024 ,1
144,54,F,Impressa,1251.75,Anual,São José do Rio Preto,Cecap,261,256,12,11/04/2023 ,09/04/2024 ,5
145,52,M,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,260,1,11/04/2023 ,09/04/2024 ,1
146,53,F,Combo,780.0,Anual,São José do Rio Preto,Jardim Tarraf II,156,154,12,11/04/2023 ,08/04/2024 ,2
147,56,M,Combo,780.0,Anual,São José do Rio Preto,Vila Ideal,156,155,12,11/04/2023 ,08/04/2024 ,1
148,82,M,Combo,780.0,Anual,São José do Rio Preto,Residencial Marcia,156,157,12,11/04/2023 ,08/04/2024 ,-1
149,77,M,Combo,780.0,Anual,NEVES PAULISTA,A DEFINIR,156,158,12,11/04/2023 ,08/04/2024 ,-2
150,50,M,Combo,780.0,Anual,São José do Rio Preto,Vila Anchieta,156,155,12,11/04/2023 ,08/04/2024 ,1
151,50,M,Impressa,1251.75,Anual,Adolfo,A DEFINIR,261,256,11,11/04/2023 ,09/04/2024 ,5
152,77,F,Combo,780.0,Anual,Monte Aprazível,A DEFINIR,156,158,1,11/04/2023 ,09/04/2024 ,-2
153,77,F,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,255,10,11/04/2023 ,09/04/2024 ,6
154,75,M,Impressa,1251.75,Anual,São José do Rio Preto,QUINTA DO GOLFE,261,255,10,11/04/2023 ,09/04/2024 ,6
155,51,F,Combo,780.0,Anual,Mirassol,A DEFINIR,156,158,12,11/04/2023 ,09/04/2024 ,-2
156,88,M,Impressa,1251.75,Anual,Nipoã,A DEFINIR,261,256,11,11/04/2023 ,09/04/2024 ,5
157,90,M,Combo,780.0,Anual,São José do Rio Preto,QUINTA DO GOLFE,156,154,1,11/04/2023 ,09/04/2024 ,2
158,51,M,Impressa,1251.75,Anual,José Bonifácio,Centro,261,256,12,11/04/2023 ,09/04/2024 ,5
159,51,M,Impressa,1251.75,Anual,José Bonifácio,A DEFINIR,261,256,12,11/04/2023 ,09/04/2024 ,5
160,53,F,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Moysés Miguel Haddad,261,254,12,12/04/2023 ,10/04/2024 ,7
161,53,F,Impressa,1251.75,Anual,Engenheiro Schmitt,SAO DEOCLECIANO,261,255,12,12/04/2023 ,10/04/2024 ,6
162,87,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Santo Antônio,261,254,6,12/04/2023 ,10/04/2024 ,7
163,83,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Tarraf,261,254,2,12/04/2023 ,10/04/2024 ,7
164,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,255,12,12/04/2023 ,10/04/2024 ,6
165,89,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Residencial Damha,261,255,3,12/04/2023 ,10/04/2024 ,6
166,93,M,Combo,780.0,Anual,São José do Rio Preto,Parque Residencial Damha,156,156,12,12/04/2023 ,09/04/2024 ,0
167,58,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim América,261,255,2,12/04/2023 ,10/04/2024 ,6
168,80,M,Impressa,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,255,10,12/04/2023 ,10/04/2024 ,6
169,72,F,Impressa,1251.75,Anual,Cajobi,Centro,261,250,10,12/04/2023 ,19/04/2024 ,11
170,72,F,Impressa,1251.75,Anual,José Bonifácio,A DEFINIR,261,255,12,12/04/2023 ,10/04/2024 ,6
171,90,F,Impressa,1251.75,Anual,Ibirá,A DEFINIR,261,255,12,12/04/2023 ,10/04/2024 ,6
172,89,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim dos Seixas,261,254,5,13/04/2023 ,12/04/2024 ,7
173,81,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Imperial,261,254,12,13/04/2023 ,12/04/2024 ,7
174,78,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Palmeiras,261,253,11,13/04/2023 ,12/04/2024 ,8
175,50,M,Digital,1251.75,Anual,São José do Rio Preto,Boa Vista,261,255,1,13/04/2023 ,12/04/2024 ,6
176,50,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Herculano,261,253,12,13/04/2023 ,12/04/2024 ,8
177,74,M,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,253,6,13/04/2023 ,12/04/2024 ,8
178,78,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Yolanda,261,254,11,13/04/2023 ,12/04/2024 ,7
179,78,M,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,253,12,13/04/2023 ,12/04/2024 ,8
180,61,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Ercília,261,253,11,13/04/2023 ,12/04/2024 ,8
181,53,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Santa Catarina,261,253,12,13/04/2023 ,12/04/2024 ,8
182,51,M,Impressa,1251.75,Anual,São José do Rio Preto,Boa Vista,261,253,12,13/04/2023 ,12/04/2024 ,8
183,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Residencial Vetorasso,261,239,12,13/04/2023 ,08/05/2024 ,22
184,54,M,Digital,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,257,12,13/04/2023 ,12/04/2024 ,4
185,84,F,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,253,4,13/04/2023 ,12/04/2024 ,8
186,84,F,Impressa,1251.75,Anual,Mirassol,A DEFINIR,261,253,12,13/04/2023 ,13/04/2024 ,8
187,57,M,Impressa,1251.75,Anual,Palestina,A DEFINIR,261,254,10,13/04/2023 ,12/04/2024 ,7
188,75,F,Impressa,1251.75,Anual,Severínia,A DEFINIR,261,254,10,13/04/2023 ,12/04/2024 ,7
189,68,M,Combo,780.0,Anual,Talhado (São José do Rio Preto),RES ALTA VISTA,156,155,12,13/04/2023 ,10/04/2024 ,1
190,52,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Santa Cruz,261,252,12,15/04/2023 ,13/04/2024 ,9
191,72,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Maceno,261,253,12,15/04/2023 ,13/04/2024 ,8
192,80,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim Palmeiras,261,253,12,15/04/2023 ,13/04/2024 ,8
193,67,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Palmeiras,261,245,12,15/04/2023 ,26/04/2024 ,16
194,124,M,Impressa,1251.75,Anual,São José do Rio Preto,Bosque da Felicidade,261,253,12,15/04/2023 ,13/04/2024 ,8
195,98,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Imperial,261,252,12,15/04/2023 ,13/04/2024 ,9
196,98,M,Combo,468.0,Anual,São José do Rio Preto,Centro,104,102,12,15/04/2023 ,12/04/2024 ,2
197,94,M,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,252,10,15/04/2023 ,13/04/2024 ,9
198,41,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Bordon,261,253,6,15/04/2023 ,13/04/2024 ,8
199,81,M,Impressa,1251.75,Anual,São José do Rio Preto,Parque Quinta das Paineiras,261,253,10,15/04/2023 ,13/04/2024 ,8
200,81,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim Novo Aeroporto,261,257,1,15/04/2023 ,13/04/2024 ,4
201,86,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim Europa,261,253,11,15/04/2023 ,13/04/2024 ,8
202,79,M,Impressa,1251.75,Anual,Engenheiro Schmitt,SAO DEOCLECIANO,261,253,12,15/04/2023 ,13/04/2024 ,8
203,85,M,Combo,468.0,Anual,Engenheiro Schmitt,SAO DEOCLECIANO,104,102,12,15/04/2023 ,12/04/2024 ,2
204,76,M,Combo,468.0,Anual,São José do Rio Preto,Centro,104,102,12,15/04/2023 ,12/04/2024 ,2
205,78,M,Impressa,1251.75,Anual,São José do Rio Preto,Vila Santo Antônio,261,252,12,15/04/2023 ,13/04/2024 ,9
206,93,M,Digital,1251.75,Anual,São José do Rio Preto,Residencial Ana Célia,261,257,12,15/04/2023 ,13/04/2024 ,4
207,76,M,Impressa,1251.75,Anual,São José do Rio Preto,Centro,261,252,5,15/04/2023 ,13/04/2024 ,9
208,94,M,Combo,468.0,Anual,São José do Rio Preto,Cecap,104,102,2,15/04/2023 ,12/04/2024 ,2
209,56,M,Combo,468.0,Anual,São José do Rio Preto,Jardim Santa Lúcia,104,102,12,15/04/2023 ,12/04/2024 ,2
210,52,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Yolanda,261,253,10,15/04/2023 ,13/04/2024 ,8
211,92,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim Novo Aeroporto,261,257,12,15/04/2023 ,13/04/2024 ,4
212,60,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Anielli,261,247,10,15/04/2023 ,23/04/2024 ,14
213,60,M,Combo,468.0,Anual,São José do Rio Preto,Jardim Vivendas,104,102,1,15/04/2023 ,13/04/2024 ,2
214,54,M,Impressa,1251.75,Anual,São José do Rio Preto,Jardim Tangará,261,252,6,15/04/2023 ,13/04/2024 ,9
