,Idade,Sexo,Tipo de Assinatura,Valor,Modalidade,Cidade de Entrega,Nome do Bairro,Número Exemplares,Número Exemplares Entregues,Quantidade Parcelas Contrato,Data de Validade Inicial,Data de Validade Final,Número Exemplares a Entregar
1399,72,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim América,261,195,12,05/07/2023 ,03/07/2024 ,66
1400,76,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim dos Seixas,261,194,1,05/07/2023 ,03/07/2024 ,67
1401,74,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,195,11,05/07/2023 ,03/07/2024 ,66
1402,58,M,Impressa,1669.0,Anual,Catanduva,Parque Iracema,261,195,3,05/07/2023 ,03/07/2024 ,66
1403,74,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Municipal,261,195,11,05/07/2023 ,03/07/2024 ,66
1404,50,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,195,12,05/07/2023 ,03/07/2024 ,66
1405,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Belvedere,261,195,6,05/07/2023 ,03/07/2024 ,66
1406,73,M,Digital,1251.75,Anual,São José do Rio Preto,Vila Anchieta,261,196,12,05/07/2023 ,03/07/2024 ,65
1407,78,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Marcia,261,195,12,05/07/2023 ,03/07/2024 ,66
1408,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Tarraf,261,194,12,05/07/2023 ,03/07/2024 ,67
1409,79,M,Impressa,1669.0,Anual,São José do Rio Preto,Estância Bela Vista (Zona Rural),261,195,12,05/07/2023 ,03/07/2024 ,66
1410,74,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,193,12,06/07/2023 ,05/07/2024 ,68
1411,75,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Bordon,261,194,3,06/07/2023 ,05/07/2024 ,67
1412,72,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Yolanda,261,194,12,06/07/2023 ,05/07/2024 ,67
1413,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Nossa Senhora Aparecida,261,170,12,06/07/2023 ,05/08/2024 ,91
1414,78,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Industrial,261,194,12,06/07/2023 ,05/07/2024 ,67
1415,62,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,193,12,06/07/2023 ,05/07/2024 ,68
1416,76,M,Combo,780.0,Anual,São José do Rio Preto,Jardim Europa,156,116,12,06/07/2023 ,08/07/2024 ,40
1417,76,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim do Bosque,261,195,12,06/07/2023 ,05/07/2024 ,66
1418,75,M,Combo,780.0,Anual,São José do Rio Preto,Vila Nossa Senhora de Fátima,156,117,12,06/07/2023 ,08/07/2024 ,39
1419,88,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque do Sol,261,194,6,06/07/2023 ,05/07/2024 ,67
1420,74,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Vivendas,261,193,12,06/07/2023 ,05/07/2024 ,68
1421,79,M,Impressa,1669.0,Anual,São José do Rio Preto,Bom Jardim,261,194,12,06/07/2023 ,05/07/2024 ,67
1422,72,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,193,3,06/07/2023 ,05/07/2024 ,68
1423,76,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Vista Alegre II e III (Zona Rural),261,194,11,06/07/2023 ,05/07/2024 ,67
1424,72,M,Impressa,1669.0,Anual,Mirassol,AEROPORTO,261,161,12,06/07/2023 ,24/08/2024 ,100
1425,71,M,Impressa,1669.0,Anual,José Bonifácio,A DEFINIR,261,194,1,06/07/2023 ,05/07/2024 ,67
1426,70,M,Impressa,1669.0,Anual,Cedral,DISTRITO INDUSTRIAL,261,194,6,06/07/2023 ,05/07/2024 ,67
1427,75,M,Impressa,1669.0,Anual,Riolândia,COHAB 1,261,194,12,06/07/2023 ,05/07/2024 ,67
1428,80,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Walkíria,261,192,12,08/07/2023 ,06/07/2024 ,69
1429,80,M,Impressa,1669.0,Anual,São José do Rio Preto,Boa Vista,261,187,8,08/07/2023 ,17/07/2024 ,74
1430,74,M,Combo,720.0,Anual,São José do Rio Preto,Bom Jardim,104,78,12,08/07/2023 ,05/07/2024 ,26
1431,80,M,Combo,720.0,Anual,São José do Rio Preto,Vila Ideal,104,78,12,08/07/2023 ,05/07/2024 ,26
1432,80,M,Impressa,1669.0,Anual,São José do Rio Preto,Bom Jardim,261,193,12,08/07/2023 ,06/07/2024 ,68
1433,72,F,Combo,720.0,Anual,São José do Rio Preto,Parque Industrial,104,78,12,08/07/2023 ,05/07/2024 ,26
1434,69,M,Combo,720.0,Anual,São José do Rio Preto,Vila Imperial,104,78,12,08/07/2023 ,06/07/2024 ,26
1435,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Boa Vista,261,192,12,08/07/2023 ,06/07/2024 ,69
1436,80,M,Digital,1251.75,Anual,São José do Rio Preto,Vila Redentora,261,194,12,08/07/2023 ,06/07/2024 ,67
1437,71,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Maria Lúcia,104,78,12,08/07/2023 ,05/07/2024 ,26
1438,71,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,192,12,08/07/2023 ,06/07/2024 ,69
1439,78,F,Digital,1251.75,Anual,São José do Rio Preto,Jardim Felicidade,261,195,12,08/07/2023 ,06/07/2024 ,66
1440,75,M,Digital,1251.75,Anual,São José do Rio Preto,Distrito Industrial,261,196,6,08/07/2023 ,06/07/2024 ,65
1441,72,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Caparroz,104,76,12,08/07/2023 ,05/07/2024 ,28
1442,70,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Europa,104,78,12,08/07/2023 ,06/07/2024 ,26
1443,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Moysés Miguel Haddad,261,192,3,08/07/2023 ,06/07/2024 ,69
1444,76,M,Digital,1251.75,Anual,São José do Rio Preto,Boa Vista,261,196,12,08/07/2023 ,06/07/2024 ,65
1445,78,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Celeste,261,192,12,08/07/2023 ,06/07/2024 ,69
1446,75,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Herculano,104,78,12,08/07/2023 ,05/07/2024 ,26
1447,74,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Residencial Comendador Mancor Daud,261,193,12,08/07/2023 ,06/07/2024 ,68
1448,72,M,Combo,720.0,Anual,São José do Rio Preto,Fazenda Palhinha (Zona Rural),104,78,12,08/07/2023 ,05/07/2024 ,26
1449,72,M,Combo,720.0,Anual,São José do Rio Preto,Centro,104,78,8,08/07/2023 ,06/07/2024 ,26
1450,96,M,Digital,1251.75,Anual,Ilha Solteira,Centro,261,196,1,08/07/2023 ,06/07/2024 ,65
1451,78,M,Combo,720.0,Anual,Nhandeara,Centro,104,78,12,08/07/2023 ,06/07/2024 ,26
1452,81,F,Impressa,1669.0,Anual,São José do Rio Preto,Vila Angélica,261,193,12,08/07/2023 ,06/07/2024 ,68
1453,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Residencial Damha,261,193,12,08/07/2023 ,06/07/2024 ,68
1454,72,M,Combo,720.0,Anual,Macaubal,Centro,104,78,12,08/07/2023 ,06/07/2024 ,26
1455,74,M,Impressa,1669.0,Anual,NEVES PAULISTA,Centro,261,193,12,08/07/2023 ,06/07/2024 ,68
1456,73,M,Impressa,1669.0,Anual,Monte Aprazível,Centro,261,193,12,08/07/2023 ,06/07/2024 ,68
1457,72,M,Combo,720.0,Anual,Macaubal,A DEFINIR,104,78,12,08/07/2023 ,06/07/2024 ,26
1458,78,F,Combo,720.0,Anual,Macaubal,A DEFINIR,104,78,12,08/07/2023 ,06/07/2024 ,26
1459,73,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim Planalto,261,196,1,08/07/2023 ,06/07/2024 ,65
1460,74,M,Digital,1251.75,Anual,São José do Rio Preto,Residencial Marcia,261,195,1,08/07/2023 ,06/07/2024 ,66
1461,61,M,Combo,720.0,Anual,Poloni,A DEFINIR,104,78,12,08/07/2023 ,06/07/2024 ,26
1462,77,M,Combo,720.0,Anual,Poloni,A DEFINIR,104,78,12,08/07/2023 ,06/07/2024 ,26
1463,80,M,Combo,720.0,Anual,Floreal,A DEFINIR,104,78,12,08/07/2023 ,06/07/2024 ,26
1464,73,M,Combo,720.0,Anual,Engenheiro Schmitt,Centro,104,78,12,08/07/2023 ,05/07/2024 ,26
1465,70,M,Impressa,1669.0,Anual,Tanabi,A DEFINIR,261,188,12,08/07/2023 ,13/07/2024 ,73
1466,73,M,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,193,1,08/07/2023 ,06/07/2024 ,68
1467,74,M,Combo,720.0,Anual,Nhandeara,A DEFINIR,104,78,12,08/07/2023 ,06/07/2024 ,26
1468,70,M,Combo,720.0,Anual,Poloni,Centro,104,78,12,08/07/2023 ,06/07/2024 ,26
1469,71,M,Combo,720.0,Anual,Monte Azul Paulista,A DEFINIR,104,78,1,08/07/2023 ,05/07/2024 ,26
1470,70,M,Impressa,1669.0,Anual,NEVES PAULISTA,A DEFINIR,261,182,12,08/07/2023 ,23/07/2024 ,79
1471,70,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Marajó,261,193,12,08/07/2023 ,06/07/2024 ,68
1472,75,M,Digital,1251.75,Anual,São José do Rio Preto,QUINTA DO GOLFE,261,193,12,08/07/2023 ,06/07/2024 ,68
1473,124,M,Combo,720.0,Anual,Mirassol,A DEFINIR,104,77,12,08/07/2023 ,12/07/2024 ,27
1474,78,M,Combo,720.0,Anual,Poloni,A DEFINIR,104,78,12,08/07/2023 ,05/07/2024 ,26
1475,73,M,Combo,720.0,Anual,Nhandeara,Centro,104,78,12,08/07/2023 ,06/07/2024 ,26
1476,73,M,Combo,720.0,Anual,Nhandeara,VILA APARECIDA,104,78,12,08/07/2023 ,06/07/2024 ,26
1477,74,M,Combo,720.0,Anual,Floreal,JD SANTA RITA,104,78,12,08/07/2023 ,06/07/2024 ,26
1478,74,M,Combo,720.0,Anual,Poloni,Centro,104,74,12,08/07/2023 ,20/07/2024 ,30
1479,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Vila Flora,261,192,12,08/07/2023 ,08/07/2024 ,69
1480,73,M,Combo,720.0,Anual,Magda,A DEFINIR,104,78,12,08/07/2023 ,06/07/2024 ,26
1481,73,M,Combo,720.0,Anual,Poloni,A DEFINIR,104,78,12,08/07/2023 ,06/07/2024 ,26
1482,69,M,Combo,720.0,Anual,Macaubal,JARDIM BUISSA I,104,78,12,08/07/2023 ,05/07/2024 ,26
1483,75,M,Combo,720.0,Anual,Nhandeara,Centro,104,78,1,08/07/2023 ,06/07/2024 ,26
1484,71,M,Combo,720.0,Anual,General Salgado,A DEFINIR,104,78,12,08/07/2023 ,06/07/2024 ,26
1485,80,M,Combo,720.0,Anual,Magda,Centro,104,78,12,08/07/2023 ,06/07/2024 ,26
1486,84,F,Combo,720.0,Anual,Monte Aprazível,JARDIM IMPERIAL,104,78,12,08/07/2023 ,05/07/2024 ,26
1487,69,M,Combo,720.0,Anual,Onda Verde,Centro,104,78,12,08/07/2023 ,05/07/2024 ,26
1488,69,M,Digital,1251.75,Anual,São José do Rio Preto,São Francisco,261,193,12,09/07/2023 ,08/07/2024 ,68
1489,75,M,Digital,1251.75,Anual,São José do Rio Preto,Vila Elvira,261,193,5,09/07/2023 ,08/07/2024 ,68
1490,73,F,Combo,720.0,Anual,São José do Rio Preto,Parque Industrial,104,77,12,09/07/2023 ,12/07/2024 ,27
1491,73,F,Impressa,1669.0,Anual,São José do Rio Preto,Vila Fioresi,261,192,12,09/07/2023 ,08/07/2024 ,69
1492,76,M,Impressa,1669.0,Anual,Catanduva,Centro,261,192,12,09/07/2023 ,08/07/2024 ,69
1493,73,M,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,192,1,09/07/2023 ,08/07/2024 ,69
1494,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,192,12,09/07/2023 ,08/07/2024 ,69
1495,72,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila São Jorge,261,192,12,09/07/2023 ,08/07/2024 ,69
1496,70,M,Impressa,834.5,Anual,Mendonça,Centro,261,192,12,09/07/2023 ,07/07/2024 ,69
1497,77,M,Combo,720.0,Anual,Poloni,A DEFINIR,104,77,12,09/07/2023 ,12/07/2024 ,27
1498,39,M,Impressa,1669.0,Anual,Guapiaçu,A DEFINIR,261,191,1,09/07/2023 ,09/07/2024 ,70
1499,73,M,Impressa,1669.0,Anual,Nova Granada,A DEFINIR,261,192,12,09/07/2023 ,08/07/2024 ,69
1500,80,M,Impressa,1669.0,Anual,Guaraci,A DEFINIR,261,192,1,09/07/2023 ,08/07/2024 ,69
1501,78,M,Combo,468.0,Anual,Nhandeara,A DEFINIR,104,72,6,09/07/2023 ,19/07/2024 ,32
1502,69,M,Combo,720.0,Anual,Mirassol,A DEFINIR,104,76,12,09/07/2023 ,12/07/2024 ,28
1503,72,F,Digital,1251.75,Anual,São José do Rio Preto,CLUBE VITORIA,261,195,12,09/07/2023 ,08/07/2024 ,66
1504,81,M,Impressa,1669.0,Anual,Novo Horizonte,JD AEROPORTO,261,192,12,09/07/2023 ,08/07/2024 ,69
1505,70,M,Impressa,1669.0,Anual,José Bonifácio,BRANCATI,261,191,12,09/07/2023 ,09/07/2024 ,70
1506,87,M,Combo,780.0,Anual,São José do Rio Preto,Bom Jardim,156,116,12,11/07/2023 ,08/07/2024 ,40
1507,87,M,Combo,780.0,Anual,São José do Rio Preto,Vila Ideal,156,116,12,11/07/2023 ,08/07/2024 ,40
1508,73,M,Combo,780.0,Anual,São José do Rio Preto,Parque Industrial,156,117,12,11/07/2023 ,09/07/2024 ,39
1509,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Estrela,261,190,12,11/07/2023 ,09/07/2024 ,71
1510,73,M,Combo,780.0,Anual,São José do Rio Preto,Vila Imperial,156,116,12,11/07/2023 ,09/07/2024 ,40
1511,71,M,Combo,780.0,Anual,São José do Rio Preto,Jardim Maria Lúcia,156,118,12,11/07/2023 ,08/07/2024 ,38
1512,71,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Tarraf,261,190,12,11/07/2023 ,09/07/2024 ,71
1513,74,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim São Marco,261,191,12,11/07/2023 ,09/07/2024 ,70
1514,75,M,Impressa,1669.0,Anual,São José do Rio Preto,Conjunto Habitacional Cristo Rei,261,191,12,11/07/2023 ,09/07/2024 ,70
1515,71,M,Combo,780.0,Anual,São José do Rio Preto,Jardim Herculano,156,116,12,11/07/2023 ,08/07/2024 ,40
1516,74,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Sinibaldi,261,190,3,11/07/2023 ,09/07/2024 ,71
1517,75,M,Combo,780.0,Anual,São José do Rio Preto,Fazenda Palhinha (Zona Rural),156,115,12,11/07/2023 ,08/07/2024 ,41
1518,72,M,Combo,780.0,Anual,São José do Rio Preto,Parque das Nascentes (Zona Rural),156,116,12,11/07/2023 ,09/07/2024 ,40
1519,72,M,Combo,780.0,Anual,São José do Rio Preto,Centro,156,115,8,11/07/2023 ,09/07/2024 ,41
1520,74,M,Combo,780.0,Anual,Nhandeara,Centro,156,118,12,11/07/2023 ,09/07/2024 ,38
1521,61,M,Combo,780.0,Anual,Macaubal,Centro,156,118,12,11/07/2023 ,09/07/2024 ,38
1522,71,M,Combo,780.0,Anual,Macaubal,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1523,74,F,Combo,780.0,Anual,Macaubal,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1524,74,F,Combo,780.0,Anual,Monte Azul Paulista,A DEFINIR,156,118,1,11/07/2023 ,08/07/2024 ,38
1525,57,M,Combo,780.0,Anual,Poloni,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1526,91,M,Combo,780.0,Anual,Poloni,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1527,85,F,Impressa,1669.0,Anual,Paulo de Faria,N. SRA. APARECIDA,261,191,12,11/07/2023 ,09/07/2024 ,70
1528,85,F,Combo,780.0,Anual,Floreal,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1529,72,M,Combo,780.0,Anual,Poloni,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1530,75,M,Combo,780.0,Anual,Engenheiro Schmitt,Centro,156,117,12,11/07/2023 ,08/07/2024 ,39
1531,79,M,Combo,780.0,Anual,Nhandeara,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1532,79,M,Combo,780.0,Anual,Poloni,Centro,156,118,12,11/07/2023 ,09/07/2024 ,38
1533,76,M,Combo,780.0,Anual,Poloni,A DEFINIR,156,118,12,11/07/2023 ,08/07/2024 ,38
1534,82,M,Combo,780.0,Anual,Mirassol,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1535,82,M,Combo,780.0,Anual,Nhandeara,Centro,156,118,12,11/07/2023 ,09/07/2024 ,38
1536,87,M,Combo,780.0,Anual,Nhandeara,VILA APARECIDA,156,118,12,11/07/2023 ,09/07/2024 ,38
1537,78,M,Combo,780.0,Anual,Poloni,Centro,156,118,12,11/07/2023 ,09/07/2024 ,38
1538,74,M,Combo,780.0,Anual,Floreal,JD SANTA RITA,156,118,12,11/07/2023 ,09/07/2024 ,38
1539,77,M,Combo,780.0,Anual,Magda,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1540,75,M,Combo,780.0,Anual,Poloni,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1541,79,M,Combo,780.0,Anual,Macaubal,JARDIM BUISSA I,156,118,12,11/07/2023 ,08/07/2024 ,38
1542,76,M,Combo,780.0,Anual,Nhandeara,Centro,156,118,1,11/07/2023 ,09/07/2024 ,38
1543,76,M,Combo,780.0,Anual,General Salgado,A DEFINIR,156,118,12,11/07/2023 ,09/07/2024 ,38
1544,78,M,Combo,780.0,Anual,Magda,Centro,156,118,12,11/07/2023 ,09/07/2024 ,38
1545,86,M,Combo,780.0,Anual,Monte Aprazível,JARDIM IMPERIAL,156,118,12,11/07/2023 ,08/07/2024 ,38
1546,74,M,Combo,780.0,Anual,Onda Verde,Centro,156,118,12,11/07/2023 ,08/07/2024 ,38
1547,72,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Moreira,261,190,12,12/07/2023 ,10/07/2024 ,71
1548,77,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,189,10,12/07/2023 ,10/07/2024 ,72
1549,82,M,Impressa,1251.75,Anual,São José do Rio Preto,Boa Vista,261,189,1,12/07/2023 ,10/07/2024 ,72
1550,79,M,Impressa,1669.0,Anual,São José do Rio Preto,Estância Jóckei Club,261,179,12,12/07/2023 ,29/07/2024 ,82
1551,75,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim dos Seixas,261,190,12,12/07/2023 ,10/07/2024 ,71
1552,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Residencial Comendador Mancor Daud,261,189,12,12/07/2023 ,10/07/2024 ,72
1553,73,M,Combo,780.0,Anual,São José do Rio Preto,Parque Industrial,156,116,12,12/07/2023 ,09/07/2024 ,40
1554,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Ipiranga,261,174,12,12/07/2023 ,03/08/2024 ,87
1555,73,M,Impressa,1669.0,Anual,Estrela d Oeste,Centro,261,190,4,12/07/2023 ,10/07/2024 ,71
1556,73,M,Impressa,1669.0,Anual,Uchoa,PROGRESSO,261,190,12,12/07/2023 ,10/07/2024 ,71
1557,69,M,Impressa,1669.0,Anual,Monte Azul Paulista,A DEFINIR,261,190,12,12/07/2023 ,10/07/2024 ,71
1558,54,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,188,3,13/07/2023 ,12/07/2024 ,73
1559,78,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim Nazareth,261,191,12,13/07/2023 ,12/07/2024 ,70
1560,82,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Elvira,261,188,11,13/07/2023 ,12/07/2024 ,73
1561,109,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Tarraf II,261,188,2,13/07/2023 ,12/07/2024 ,73
1562,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Bela Vista,261,188,12,13/07/2023 ,13/07/2024 ,73
1563,71,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Residencial Romano Calil,261,188,12,13/07/2023 ,12/07/2024 ,73
1564,71,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Nossa Senhora da Paz,261,188,3,13/07/2023 ,12/07/2024 ,73
1565,116,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim Alto Rio Preto,261,190,6,13/07/2023 ,12/07/2024 ,71
1566,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Aclimação,261,188,11,13/07/2023 ,12/07/2024 ,73
1567,73,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Estoril,261,190,12,13/07/2023 ,12/07/2024 ,71
1568,70,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Zilda,261,189,6,13/07/2023 ,12/07/2024 ,72
1569,75,M,Digital,1251.75,Anual,São José do Rio Preto,Vila Maria,261,189,1,13/07/2023 ,12/07/2024 ,72
1570,49,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque das Flores II,261,189,11,13/07/2023 ,12/07/2024 ,72
1571,75,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Ercília,261,188,11,13/07/2023 ,12/07/2024 ,73
1572,75,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Tarraf,261,188,11,13/07/2023 ,12/07/2024 ,73
1573,70,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Tarraf,261,188,11,13/07/2023 ,12/07/2024 ,73
1574,74,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,188,8,13/07/2023 ,12/07/2024 ,73
1575,74,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Marcia,261,189,1,13/07/2023 ,12/07/2024 ,72
1576,72,M,Impressa,1669.0,Anual,Bady Bassitt,A DEFINIR,261,189,12,13/07/2023 ,12/07/2024 ,72
1577,78,M,Impressa,1669.0,Anual,Tanabi,A DEFINIR,261,189,11,13/07/2023 ,12/07/2024 ,72
1578,73,M,Impressa,1669.0,Anual,Jaci,A DEFINIR,261,189,12,13/07/2023 ,12/07/2024 ,72
1579,81,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Residencial Damha,261,189,11,13/07/2023 ,12/07/2024 ,72
1580,81,M,Impressa,1669.0,Anual,Uchoa,A DEFINIR,261,189,12,13/07/2023 ,12/07/2024 ,72
1581,73,F,Impressa,1669.0,Anual,São José do Rio Preto,Vila Diniz,261,188,11,13/07/2023 ,12/07/2024 ,73
1582,76,M,Impressa,1669.0,Anual,Engenheiro Schmitt,CONJUNTO HABITACIONAL SÃO DEOCLECIANO,261,189,11,13/07/2023 ,12/07/2024 ,72
1583,53,M,Impressa,1669.0,Anual,Catanduva,Centro,261,188,1,15/07/2023 ,13/07/2024 ,73
1584,74,F,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Palmeiras,261,188,6,15/07/2023 ,13/07/2024 ,73
1585,69,M,Combo,720.0,Anual,São José do Rio Preto,Vila Aeroporto,104,76,12,15/07/2023 ,13/07/2024 ,28
1586,69,M,Digital,1251.75,Anual,A IDENTIFICAR (IMPORTADO),A IDENTIFICAR (IMPORTADO),261,190,12,15/07/2023 ,13/07/2024 ,71
1587,69,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Bordon,104,76,12,15/07/2023 ,13/07/2024 ,28
1588,71,M,Impressa,1669.0,Anual,São José do Rio Preto,Vila Sinibaldi,261,187,11,15/07/2023 ,13/07/2024 ,74
1589,79,M,Digital,1251.75,Anual,São José do Rio Preto,Vila Curti,261,189,6,15/07/2023 ,13/07/2024 ,72
1590,79,M,Combo,720.0,Anual,São José do Rio Preto,Jardim dos Seixas,104,76,12,15/07/2023 ,13/07/2024 ,28
1591,74,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Residencial Dom Lafaiete Libânio,261,188,12,15/07/2023 ,09/07/2024 ,73
1592,77,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Bordon,104,76,12,15/07/2023 ,13/07/2024 ,28
1593,69,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Residencial Romano Calil,261,188,6,15/07/2023 ,13/07/2024 ,73
1594,85,M,Digital,1251.75,Anual,São José do Rio Preto,Centro,261,190,1,15/07/2023 ,13/07/2024 ,71
1595,71,M,Impressa,1669.0,Anual,São José do Rio Preto,Centro,261,188,6,15/07/2023 ,13/07/2024 ,73
1596,71,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Estoril,261,185,12,15/07/2023 ,13/07/2024 ,76
1597,84,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Tangará,104,76,12,15/07/2023 ,12/07/2024 ,28
1598,74,M,Combo,720.0,Anual,São José do Rio Preto,Vila Ideal,104,76,12,15/07/2023 ,12/07/2024 ,28
1599,75,M,Digital,1251.75,Anual,São José do Rio Preto,Jardim Alto Rio Preto,261,189,12,15/07/2023 ,13/07/2024 ,72
1600,44,M,Impressa,1669.0,Anual,São José do Rio Preto,Cidade Nova,261,187,11,15/07/2023 ,13/07/2024 ,74
1601,69,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Yolanda,104,75,12,15/07/2023 ,13/07/2024 ,29
1602,69,M,Impressa,1669.0,Anual,São José do Rio Preto,Residencial Cidade Jardim,261,184,12,15/07/2023 ,22/07/2024 ,77
1603,73,M,Impressa,1669.0,Anual,São José do Rio Preto,Parque Industrial,261,188,12,15/07/2023 ,13/07/2024 ,73
1604,82,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Redentor,104,76,1,15/07/2023 ,13/07/2024 ,28
1605,79,M,Combo,720.0,Anual,São José do Rio Preto,Vila Boa Esperança,104,76,12,15/07/2023 ,13/07/2024 ,28
1606,67,M,Impressa,1669.0,Anual,São José do Rio Preto,Boa Vista,261,188,11,15/07/2023 ,13/07/2024 ,73
1607,67,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Celeste,261,189,1,15/07/2023 ,13/07/2024 ,72
1608,72,M,Impressa,1669.0,Anual,São José do Rio Preto,Eldorado,261,188,6,15/07/2023 ,13/07/2024 ,73
1609,74,M,Digital,1251.75,Anual,São José do Rio Preto,Parque Industrial,261,191,12,15/07/2023 ,13/07/2024 ,70
1610,70,M,Combo,720.0,Anual,São José do Rio Preto,Boa Vista,104,76,12,15/07/2023 ,12/07/2024 ,28
1611,76,M,Digital,1251.75,Anual,São José do Rio Preto,Vila Sinibaldi,261,190,12,15/07/2023 ,13/07/2024 ,71
1612,76,M,Impressa,1669.0,Anual,São José do Rio Preto,Jardim Panorama,261,187,11,15/07/2023 ,13/07/2024 ,74
1613,82,M,Impressa,1669.0,Anual,São José do Rio Preto,Chácara Jockey Club (Zona Rural),261,187,12,15/07/2023 ,15/07/2024 ,74
1614,72,F,Impressa,1669.0,Anual,São José do Rio Preto,Vila Imperial,261,187,10,15/07/2023 ,13/07/2024 ,74
1615,77,M,Combo,720.0,Anual,São José do Rio Preto,Jardim Nazareth,104,76,12,15/07/2023 ,12/07/2024 ,28
